Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 13 2 2
1 7 12 7 3
2 419 470 8 53
3 7 15 7 1
4 9 40 9 5
5 11 21 11 5
6 4 58 4 1
7 7 19 7 3
8 4 19 4 2
9 6 16 6 3
10 6 40 6 3
11 393 89 9 19
12 13 52 13 3
13 7 18 7 3
14 12 24 12 1
15 6 55 6 5
16 4 38 4 6
17 6 56 6 7
18 5 40 5 1
19 9 37 9 3
20 6 30 6 0
21 13 58 13 2
22 9 33 9 3
23 17 1 1 1
24 460 460 11 30
25 1 19 1 2
26 11 88 11 4
27 8 52 8 3
28 400 187 11 44
29 321 53 8 24
30 2 13 2 0
31 15 52 15 2
32 7 57 7 4
33 7 70 7 5
34 13 10 0 1
35 457 353 9 23
36 7 6 7 0
37 8 24 8 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 1 2 1 0
