Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 19 4 0
1 351 300 8 11
2 11 60 11 1
3 350 319 7 4
4 448 147 10 2
5 10 77 10 2
6 452 395 6 10
7 245 28 8 0
8 353 61 4 2
9 343 149 6 6
10 456 159 6 7
11 11 30 11 0
12 13 71 13 1
13 514 1687 14 46
14 451 262 14 8
15 450 1972 8 75
16 503 74 4 3
17 505 1824 9 55
18 516 348 5 12
19 9 28 9 1
20 519 345 7 5
21 512 285 13 11
22 515 393 11 13
23 6 16 6 1
24 512 252 13 4
25 3 9 3 1
26 507 213 11 7
27 12 40 12 0
28 474 459 11 18
29 512 156 8 6
30 95 27 4 0
31 15 34 15 1
32 505 410 8 29
33 7 83 7 3
34 13 14 0 0
35 509 416 9 12
36 3 7 3 0
37 464 52 10 2
38 7 0 0 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 6 0 0 0
49 7 0 7 0
50 14 0 9 0
51 7 12 7 0
