Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 8 2 1
1 199 17 2 5
2 4 15 4 2
3 2 4 2 0
4 1 20 1 3
5 1 18 1 1
6 2 3 2 0
7 2 6 2 0
8 4 3 4 0
9 200 168 1 14
10 1 3 1 0
11 4 3 4 0
12 2 4 2 1
13 3 6 3 0
14 4 5 4 0
15 0 0 0 0
16 2 0 2 0
17 1 3 1 1
18 0 0 0 0
19 1 3 1 0
20 1 2 1 1
21 1 8 1 0
22 1 0 1 0
23 3 15 3 1
24 211 155 4 13
25 4 18 4 1
26 1 14 1 2
27 140 55 1 6
28 3 8 3 1
29 3 4 3 1
30 2 10 2 2
31 7 12 7 0
32 3 11 3 1
33 0 2 0 0
34 4 6 4 0
35 0 12 0 1
36 1 5 1 0
37 2 8 2 1
38 6 7 6 2
39 2 4 2 0
40 1 3 1 1
41 1 7 1 0
42 2 10 2 2
43 3 21 3 2
44 4 3 4 0
45 196 157 3 18
46 210 258 0 26
47 2 0 2 0
48 0 6 0 1
49 2 0 2 0
50 1 18 1 1
51 3 12 3 0
52 1 20 1 1
53 0 17 0 0
54 3 4 3 2
55 5 3 5 1
56 3 3 3 1
57 1 0 1 0
58 2 2 2 0
59 0 17 0 1
60 2 9 2 1
61 1 5 1 0
62 1 0 1 0
63 1 0 1 0
64 1 2 1 0
65 1 5 1 0
66 3 11 3 1
67 1 4 1 0
68 1 1 1 0
69 8 5 8 0
70 1 8 1 1
71 4 3 4 0
72 3 9 3 1
73 1 3 1 0
74 2 7 2 0
75 1 10 1 2
76 0 0 0 0
77 3 7 3 0
78 0 0 0 0
79 1 13 1 0
80 171 144 1 9
81 3 0 3 0
82 3 5 3 0
83 168 297 0 47
84 2 2 2 0
85 1 4 1 1
86 119 133 2 6
87 1 3 1 0
88 2 0 2 0
89 2 23 2 2
90 2 3 2 0
91 4 5 4 0
92 5 3 5 0
93 2 9 2 0
94 1 5 1 1
95 0 0 0 0
96 182 27 3 4
97 0 3 0 1
