Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 242 290 2 7
1 2 9 2 0
2 240 487 4 5
3 3 4 3 0
4 240 334 1 3
5 3 23 3 0
6 236 49 2 0
7 241 50 3 1
8 243 66 4 3
9 1 12 1 0
10 2 9 2 0
11 4 9 4 0
12 242 522 4 11
13 180 237 3 2
14 183 403 4 8
15 243 932 0 18
16 244 348 2 9
17 202 32 2 2
18 0 3 0 0
19 2 7 2 0
20 242 30 3 1
21 1 8 1 0
22 1 0 1 0
23 240 245 3 5
24 4 16 4 0
25 241 181 4 4
26 1 11 1 0
27 2 3 2 0
28 243 84 3 0
29 4 9 4 1
30 241 129 2 1
31 7 7 7 0
32 3 9 3 0
33 148 87 1 4
34 4 8 4 0
35 0 9 0 0
36 1 8 1 0
37 241 393 2 5
38 6 6 6 0
39 241 243 2 5
40 245 207 1 4
41 245 233 2 4
42 2 20 2 0
43 3 24 3 0
44 248 174 5 2
45 238 281 3 6
46 241 192 1 3
47 249 260 2 8
48 241 450 0 11
49 2 0 2 0
50 245 260 1 6
51 239 359 3 9
52 2 32 2 0
53 238 203 0 2
54 240 152 3 3
55 6 5 6 0
56 237 97 3 3
57 2 0 2 0
58 2 4 2 0
59 242 142 0 3
60 2 11 2 0
61 183 115 1 2
62 243 118 3 2
63 248 238 2 6
64 1 3 1 0
65 1 4 1 1
66 244 70 3 2
67 190 183 1 2
68 1 1 1 0
69 8 4 8 0
70 190 124 1 4
71 5 5 5 0
72 3 11 3 0
73 2 3 2 0
74 193 101 2 1
75 1 7 1 1
76 0 0 0 0
77 247 123 3 3
78 1 0 1 0
79 1 10 1 0
80 1 1 1 0
81 244 170 3 8
82 239 175 4 3
83 189 694 0 14
84 2 3 2 0
85 247 188 1 6
86 2 3 2 0
87 1 1 1 0
88 245 228 2 4
89 2 9 2 0
90 242 188 2 1
91 4 7 4 0
92 5 2 5 0
93 122 50 2 1
94 1 3 1 1
95 0 0 0 0
96 244 83 3 1
97 0 2 0 0
