Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 347 2 4
1 241 162 2 0
2 241 308 4 5
3 245 363 3 3
4 241 330 1 3
5 238 402 3 4
6 236 42 2 1
7 3 2 3 0
8 244 110 4 1
9 1 9 1 0
10 242 57 2 0
11 232 349 4 7
12 242 710 4 4
13 3 8 3 0
14 183 270 4 5
15 244 1033 0 11
16 245 354 2 9
17 208 76 2 1
18 208 8 0 0
19 209 189 2 0
20 243 20 3 2
21 243 160 1 2
22 137 80 1 1
23 241 147 3 3
24 242 322 4 4
25 243 95 4 3
26 187 462 1 6
27 186 93 2 1
28 244 67 3 0
29 245 107 4 2
30 242 116 2 1
31 242 76 7 1
32 3 9 3 0
33 1 3 1 0
34 244 102 4 1
35 242 130 0 3
36 145 87 1 1
37 245 300 2 4
38 231 175 7 1
39 245 176 2 3
40 1 4 1 1
41 2 7 2 0
42 244 368 2 3
43 239 301 3 1
44 246 125 5 1
45 240 277 3 3
46 243 98 1 4
47 247 386 2 3
48 245 331 0 7
49 2 0 2 0
50 241 191 1 4
51 239 376 3 4
52 240 264 2 5
53 0 10 0 0
54 240 174 3 1
55 6 6 6 0
56 237 63 3 1
57 244 259 2 4
58 2 5 2 0
59 242 130 0 1
60 238 990 2 6
61 184 81 1 2
62 245 135 3 1
63 246 174 2 2
64 1 3 1 0
65 201 115 1 1
66 3 3 3 0
67 190 270 1 1
68 191 35 1 0
69 242 99 8 4
70 204 153 1 5
71 5 7 5 0
72 231 287 3 3
73 2 4 2 0
74 201 82 2 1
75 239 212 1 4
76 0 0 0 0
77 244 149 3 1
78 232 140 1 4
79 242 218 1 3
80 246 134 1 0
81 247 112 3 0
82 4 5 4 0
83 228 751 0 14
84 245 708 2 11
85 243 128 1 1
86 144 102 2 2
87 180 182 1 3
88 247 182 2 2
89 237 240 2 5
90 2 2 2 0
91 131 62 4 0
92 245 224 5 3
93 123 34 2 1
94 137 230 1 2
95 119 57 0 1
96 3 12 3 0
97 71 40 0 0
