Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 361 2 6
1 241 196 2 3
2 4 26 4 2
3 247 338 3 3
4 243 321 1 2
5 238 442 3 1
6 235 79 2 1
7 243 79 3 1
8 244 101 4 1
9 241 263 1 6
10 242 47 2 2
11 4 12 4 0
12 4 5 4 1
13 181 212 3 0
14 184 224 4 4
15 249 938 0 13
16 2 0 2 0
17 2 6 2 1
18 1 5 1 0
19 201 31 2 3
20 243 31 3 1
21 243 194 1 2
22 1 0 1 0
23 241 150 3 4
24 242 410 4 1
25 4 14 4 1
26 186 515 1 8
27 2 4 2 0
28 246 52 3 0
29 247 134 4 1
30 2 12 2 0
31 242 71 7 0
32 245 108 3 0
33 146 68 1 2
34 4 5 4 0
35 242 157 0 2
36 1 9 1 0
37 245 268 2 3
38 6 5 6 0
39 243 304 2 3
40 246 271 1 4
41 245 220 2 2
42 246 291 2 5
43 3 28 3 0
44 248 114 5 0
45 237 269 3 6
46 242 132 1 3
47 249 262 2 5
48 0 5 0 1
49 2 0 2 0
50 245 438 1 6
51 3 28 3 0
52 239 294 2 5
53 239 169 0 0
54 3 3 3 0
55 245 258 6 3
56 236 88 3 3
57 2 0 2 0
58 2 3 2 0
59 243 134 0 2
60 235 871 2 8
61 184 83 1 3
62 245 104 3 2
63 2 1 2 0
64 242 65 1 2
65 202 101 1 0
66 3 4 3 0
67 189 274 1 2
68 190 62 1 0
69 240 81 8 3
70 188 178 1 5
71 237 140 5 3
72 228 326 3 4
73 247 207 2 8
74 196 109 2 2
75 1 7 1 1
76 245 164 0 4
77 247 228 3 2
78 224 145 1 5
79 244 249 1 3
80 246 196 1 2
81 247 170 3 1
82 239 234 4 4
83 186 859 0 15
84 246 574 2 8
85 1 4 1 1
86 2 3 2 0
87 1 3 1 0
88 2 0 2 0
89 237 236 2 4
90 242 160 2 2
91 130 63 4 0
92 5 2 5 0
93 122 49 2 0
94 137 271 1 4
95 0 0 0 0
96 247 127 3 1
97 69 51 0 1
